(20, 96, 23)
(20, 96, 24)
(20, 96, 23)
(20, 97, 23)
(21, 95, 24)
(20, 96, 23)
(20, 96, 23)
(20, 96, 24)
(19, 95, 22)
(21, 96, 23)
(21, 95, 24)
(19, 95, 22)
(19, 96, 23)
(20, 96, 23)
(19, 95, 22)
(20, 97, 23)
(20, 96, 24)
(20, 95, 23)
(19, 94, 23)
(20, 95, 24)
(20, 96, 22)
(19, 95, 23)
(19, 95, 22)
