(217, 19, 15)
(218, 20, 17)
(218, 20, 16)
(218, 20, 17)
(217, 19, 16)
(218, 20, 17)
(218, 19, 18)
(218, 20, 17)
(214, 19, 14)
(218, 19, 17)
(218, 20, 17)
(216, 19, 16)
(218, 21, 17)
(217, 20, 16)
(217, 20, 16)
(217, 21, 15)
(218, 21, 17)
(218, 20, 17)
