(23, 38, 52)
(21, 37, 51)
(21, 38, 51)
(23, 39, 52)
(23, 38, 51)
(21, 38, 52)
(22, 39, 52)
(22, 38, 51)
(23, 39, 51)
(20, 38, 50)
