(19, 38, 46)
(20, 38, 46)
(21, 37, 46)
(23, 39, 46)
(20, 38, 47)
(21, 38, 47)
(22, 38, 45)
(22, 38, 45)
(22, 38, 46)
(20, 38, 47)
