(217, 24, 16)
(220, 24, 16)
(219, 25, 16)
(217, 22, 16)
(219, 25, 17)
(219, 25, 17)
(217, 22, 14)
(218, 22, 15)
(218, 25, 17)
(219, 25, 16)
