(22, 118, 24)
(24, 120, 24)
(24, 121, 26)
(22, 118, 24)
(25, 121, 26)
(23, 119, 24)
(24, 120, 24)
(23, 120, 25)
(22, 118, 25)
(23, 118, 25)
